query_keyword,title,link,description,pub_date
다낭 여행,"제주항공, 4월 유류할증료 최대 68달러 부과…한달새 3배 올려",https://n.news.naver.com/mnews/article/001/0015969847?sid=101,"세부·다낭·사이판 노선 등(1천500마일∼2천마일)에는 53달러가, 싱가포르·바탐 노선 등(2천500마일 이상)... 부족해 고충이 큰 상황이다. 유가 상승이 장기화할 경우 실제 여행 심리가 위축돼 피해가 커질 우려도 나온다.","Thu, 19 Mar 2026 16:40:00 +0900"
다낭 여행,한남대 학생들 올린 'SNS 글로벌 여행 공유' 누적 조회수 500만회 넘었다,http://www.ccnnews.co.kr/news/articleView.html?idxno=404588,"학생들은 베트남 다낭을 비롯해 태국 방콕, 캐나다, 미국, 세부, 중국, 스페인, 터키, 이집트 등 해외 곳곳을 자유 여행하며 벌어지는 에피소드와 문화를 솔직하게 담아냈다. 비전문가들이 제작한 영상이지만 콘텐츠의... ","Thu, 19 Mar 2026 16:32:00 +0900"
다낭 여행,"한남대 호텔항공경영학과 학생들, SNS 글로벌 여행 공유 누적 조회 수 5...",https://www.ggilbo.com/news/articleView.html?idxno=1147757,"학생들은 베트남 다낭을 비롯해 태국 방콕, 캐나다, 미국, 필리핀 세부, 중국, 스페인, 터키, 이집트 등 해외 곳곳을 자유 여행하며 벌어지는 에피소드와 문화를 솔직하게 담아냈다. 비전문가들이 제작한 영상이지만... ","Thu, 19 Mar 2026 16:30:00 +0900"
다낭 여행,한남대 호텔항공경영학과 학생들 SNS 글로벌 여행 공유 누적 조회수 500...,http://www.veritas-a.com/news/articleView.html?idxno=602300,"학생들은 베트남 다낭을 비롯해 태국 방콕, 캐나다, 미국, 세부, 중국, 스페인, 터키, 이집트 등 해외 곳곳을 자유 여행하며 벌어지는 에피소드와 문화를 솔직하게 담아냈다. 비전문가들이 제작한 영상이지만 콘텐츠의... ","Thu, 19 Mar 2026 14:54:00 +0900"
다낭 여행,한남대 호텔항공경영학과 SNS 해외여행 공유 누적 500만회 달성,https://n.news.naver.com/mnews/article/421/0008836330?sid=102,"학생들은 베트남 다낭을 비롯해 태국 방콕, 캐나다, 미국, 세부, 중국, 스페인, 터키, 이집트 등 해외 곳곳을 자유 여행하며 벌어지는 에피소드와 문화를 솔직하게 담아냈다. 비전문가들이 제작한 영상이지만 콘텐츠의... ","Thu, 19 Mar 2026 14:38:00 +0900"
다낭 여행,"티웨이항공, 봄 시즌 인기 노선 할인 프로모션",https://www.kbsm.net/news/view.php?idx=512438,15만8400원부터 △대구-다낭 10만6900원부터 △부산-삿포로 8만6600원부터 △제주-싱가포르 11만8400원부터... 티웨이항공 관계자는 “봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을 준비할 수 있도록... ,"Thu, 19 Mar 2026 13:54:00 +0900"
다낭 여행,"유아즈, 다낭 의류·섬유 제품 생산 공장 건설 재개",https://n.news.naver.com/mnews/article/014/0005494126?sid=101,"의류·섬유 제품 제조업체 유아즈가 베트남 다낭에서 공장 건설을 재개하며 생산 거점 확대에 나섰다. 19일... 완공 후에는 연간 약 150만 개 제품 생산 능력을 갖출 예정이며, 주요 생산 품목은 텐트, 매트리스, 여행가... ","Thu, 19 Mar 2026 13:14:00 +0900"
다낭 여행,청주공항 하계 정기편 19개 국제노선 운영,https://www.jbnews.com/news/articleView.html?idxno=1500690,"동남아 노선은 베트남 다낭·나트랑, 필리핀 앙헬레스, 인도네시아 발리 등 4개다. 청주공항의 이번 하계... 수도권 접근성이 높은 중부권 수요를 바탕으로 단거리 해외여행과 휴양 수요를 함께 흡수하려는 구조로... ","Thu, 19 Mar 2026 12:02:00 +0900"
다낭 여행,2026년 한국 직장인 62% &quot;짧고 자주 여행할 계획&quot;,http://www.ttlnews.com/news/articleView.html?idxno=3090285,"베트남 다낭(6.4%), 나트랑(5.9%), 태국 방콕(5.1%), 중국 상하이(5%), 대만 타이베이(4.8%)도 포함됐다. 검색량이 크게 증가한 여행지로는 일본 도쿠시마가 486% 증가해 1위를 차지했다. 이어 인도네시아 마나도(438%), 일본... ","Thu, 19 Mar 2026 11:10:00 +0900"
다낭 여행,유류할증료 3배 인상 앞둔 여행객들…‘막판 발권’ vs ‘여행 포기’,https://n.news.naver.com/mnews/article/018/0006238512?sid=103,(사진=연합뉴스) 다음 달부터 해외여행 비용이 대폭 인상될 전망이다. 미국·이스라엘과 이란의 전쟁... 동남아 지역인 세부·다낭·사이판·마닐라는 3만 4900원에서 10만 6900원으로 7만 2000원이나 오른다. 미주·유럽... ,"Thu, 19 Mar 2026 10:40:00 +0900"
다낭 여행,베트남 골프장 총지배인이 말하는 베트남 : 달라진 베트남 골프장,https://www.golfjournal.co.kr/news/articleView.html?idxno=10830,특히 다낭과 나트랑을 중심으로 한 해안 지역은 빠르게 국제적 골프 관광지로 자리 잡혀가고 있다. 김영미 현... 여행사들의 상품 구성도 점점 한국인 입맛으로 세련되어졌다. 그러나 이 현상과 더불어 현장에서 경영을... ,"Thu, 19 Mar 2026 10:36:00 +0900"
다낭 여행,"티웨이항공, 봄 시즌 한정 인기 노선 할인 프로모션 실시",https://www.econovill.com/news/articleView.html?idxno=733756,"대구-다낭 10만6900원부터, 부산-삿포로 8만6600원부터, 제주-싱가포르 11만8400원부터, 인천-밴쿠버... 티웨이항공 관계자는 &quot;봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을 준비하실 수 있도록 다양한... ","Wed, 18 Mar 2026 18:14:00 +0900"
다낭 여행,"티웨이항공, 봄 시즌 인기 노선 최저가 할인...유럽·동남아 최대 13% 특...",https://www.womentimes.co.kr/news/articleView.html?idxno=101367,15만8400원~ ▲대구-다낭 10만6900원~ ▲부산-삿포로 8만6600원~ ▲제주-싱가포르 11만8400원~ ▲인천-밴쿠버... 티웨이항공 관계자는 &quot;봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을 준비하실 수 있도록... ,"Wed, 18 Mar 2026 18:02:00 +0900"
다낭 여행,"[기획] &quot;베트남, 팁문화 없다지만&quot;…주차부터 고기집까지 '암묵적 룰'의...",https://www.insidevina.com/news/articleView.html?idxno=42769,"마사지가 끝나면 시작되는 묘한 '심리전' 최근 여행 커뮤니티에서는 현금 대신 한국 과자와 화장품 등을... 한인 업주들은 다낭, 호이안 등 유명 관광지에 뿌리내린 기형적인 '가이드 수수료(Commission)' 구조를 근본... ","Wed, 18 Mar 2026 17:26:00 +0900"
다낭 여행,"티웨이, 4월 유류할증료 최대 21만3천900원으로 한달새 3배 인상",http://www.dynews.co.kr/news/articleView.html?idxno=842877,"인천·부산∼후쿠오카 등 거리가 가장 짧은 1군 노선에는 3만800원이, 인천∼다낭, 세부 등 중거리(4군)... 비싸지면 여행 수요 자체가 줄어들 수도 있어 더욱 조심스러운 상황&quot;이라며 &quot;유가가 안정되기 전까지... ","Wed, 18 Mar 2026 16:26:00 +0900"
다낭 여행,[오늘의 항공] 티웨이항공·에어서울,http://www.financialreview.co.kr/news/articleView.html?idxno=41010,15만8400원~ ▲대구-다낭 10만6900원~ ▲부산-삿포로 8만6600원~ ▲제주-싱가포르 11만8400원~ ▲인천-밴쿠버... 티웨이항공 관계자는 &quot;봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을 준비하실 수 있도록... ,"Wed, 18 Mar 2026 16:18:00 +0900"
다낭 여행,"베트남, 한국 겨냥 전방위 맞춤형 전략 강화...'포스트 다낭' 시대로",https://www.ajunews.com/view/20260318142400433,과 다낭 같은 해변 휴양지에 수요가 몰리는 것은 자연스러운 현상&quot;이지만 &quot;이제는 그 이상의 가치를 제공하는 신규 목적지를 적극적으로 제안해 재방문율을 높일 시점&quot;이라고 설명했다. 인스타그램에서 베트남여행을... ,"Wed, 18 Mar 2026 15:54:00 +0900"
다낭 여행,"티웨이항공, 봄 시즌 한정 인기 노선 할인 프로모션 선봬",http://www.seoulwire.com/news/articleView.html?idxno=711793,15만8400원~ ▲대구-다낭 10만6900원~ ▲부산-삿포로 8만6600원~ ▲제주-싱가포르 11만8400원~ ▲인천-밴쿠버... 티웨이항공 관계자는 &quot;봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을 준비하실 수 있도록... ,"Wed, 18 Mar 2026 15:42:00 +0900"
다낭 여행,"[생활 속 IT] &quot;검색하면 추천·요약&quot; 네이버, 쇼핑 AI 에이전트 서비스 ...",https://it.donga.com/108574/,"있는 여행지는 부모님께 편안함을 제공하면서도 로맨틱한 추억을 만들 수 있는 요소가 조화된 곳이면 좋겠어요'라면서 제주도, 베트남 다낭, 싱가포르, 일본 큐슈 등을 추천해줬다. 검색창보다 AI에게 물어보기 기능이 더... ","Wed, 18 Mar 2026 15:32:00 +0900"
다낭 여행,"[데일리 산업 단신] 무림, 창립 70주년 맞아 준법경영 선포식 개최 外",https://biz.newdaily.co.kr/site/data/html/2026/03/18/2026031800285.html,15만8400원 ▲대구~다낭 10만6900원 ▲부산~삿포로 8만6600원 ▲제주~싱가포르 11만8400원 ▲인천~밴쿠버 29만1600원... 티웨이항공 관계자는 “봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을 준비하실 수 있도록... ,"Wed, 18 Mar 2026 15:22:00 +0900"
다낭 여행,"다낭ㆍ푸꾸옥, ‘마이크로 트립’ 확산 속 한국인 대표 여행지로 주목",https://n.news.naver.com/mnews/article/215/0001245676?sid=103,"숙박 예약 플랫폼 부킹닷컴 데이터에 따르면 2025년 10월부터 2026년 1월 중순까지 한국에서 푸꾸옥 검색량은 71% 증가했으며, 설 연휴 여행지 관심도 순위도 15위에서 상위 5위권으로 상승했다. 다낭에서는 자연경관과... ","Wed, 18 Mar 2026 14:30:00 +0900"
다낭 여행,"티웨이항공, 봄 시즌 한정 인기 노선 특가 프로모션 실시",http://www.newsdream.kr/news/articleView.html?idxno=109707,"지방 출발 노선은 청주 출발 발리 15만8400원, 대구 출발 다낭 10만6900원, 부산 출발 삿포로 8만6600원, 제주... 티웨이항공 관계자는 &quot;봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을 준비할 수 있도록... ","Wed, 18 Mar 2026 14:12:00 +0900"
다낭 여행,[M 항공 News]티웨이항공·이스타항공,http://www.metroseoul.co.kr/article/20260318500273,15만8400원 ▲대구~다낭 10만6900원 ▲부산~삿포로 8만6600원 ▲제주~싱가포르 11만8400원 ▲인천~밴쿠버... 티웨이항공 관계자는 &quot;봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을 준비할 수 있도록 다양한... ,"Wed, 18 Mar 2026 13:52:00 +0900"
다낭 여행,진에어 이어 티웨이까지…4월 유류할증료 최대 3배 인상,https://n.news.naver.com/mnews/article/138/0002220997?sid=101,다낭·나트랑·푸꾸옥·세부·방콕·치앙마이 등 주요 동남아 노선 경우 2만7900원에서 8만7900원으로... 여행 수요까지 위축될 경우 항공사들이 다시 운임 인하 경쟁에 나설 가능성도 제기된다. 항공권 가격은... ,"Wed, 18 Mar 2026 12:15:00 +0900"
다낭 여행,"티웨이항공, 봄 시즌 한정 인기 노선 할인 프로모션 실시",https://www.insightkorea.co.kr/news/articleView.html?idxno=242982,티웨이항공이 오는 23일까지 봄 여행 수요를 겨냥한 '시즌 한정 특가 프로모션'을 실시한다. 18일... 15만8400원부터 ▲대구~다낭 10만6900원부터 ▲부산~삿포로 8만6600원부터 ▲제주~싱가포르 11만8400원부터 ▲인천... ,"Wed, 18 Mar 2026 12:12:00 +0900"
다낭 여행,"티웨이항공, '봄 시즌 인기 노선 할인 프로모션' 진행",https://www.joongangenews.com/news/articleView.html?idxno=503475,15만8400원~ △대구-다낭 10만6900원~ △부산-삿포로 8만6600원~ △제주-싱가포르 11만8400원~ △인천-밴쿠버... 티웨이항공 관계자는 &quot;봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을 준비하실 수 있도록... ,"Wed, 18 Mar 2026 12:06:00 +0900"
다낭 여행,'마이크로 트립' 트렌드 확산…푸꾸옥 등 베트남 주요 관광지 관심 확대,http://www.sisunnews.co.kr/news/articleView.html?idxno=235658,"숙박 예약 플랫폼 Booking.com 데이터에 따르면 2025년 10월부터 2026년 1월 중순까지 한국에서 푸꾸옥 검색량은 71% 증가했으며, 설 연휴 여행지 관심도 순위도 15위에서 상위 5위권으로 상승했다. 다낭에서는 자연경관과... ","Wed, 18 Mar 2026 11:52:00 +0900"
다낭 여행,"항공·비용·경험 삼박자···다낭·푸꾸옥, '마이크로 트립' 수요 증가",https://www.ziksir.com/news/articleView.html?idxno=127538,"다낭 선월드 바나힐스.  최근 여행 시장에서 짧은 일정으로 해외여행을 즐기려는 '마이크로 트립(micro-trip)' 트렌드가 확산되면서, 이동 시간과 비용 대비 만족도를 동시에 고려하는 소비 패턴이 뚜렷해지고 있다. 여행... ","Wed, 18 Mar 2026 11:46:00 +0900"
다낭 여행,"다낭·푸꾸옥, 한국인 해외여행 패턴 변화에 따른 선택지로 주목",https://www.businesskorea.co.kr/news/articleView.html?idxno=265471,"숙박 예약 플랫폼 Booking.com 데이터에 따르면 2025년 10월부터 2026년 1월 중순까지 한국에서 푸꾸옥 검색량은 71% 증가했으며, 설 연휴 여행지 관심도 순위도 15위에서 상위 5위권으로 상승했다. 다낭에서는 자연경관과... ","Wed, 18 Mar 2026 11:42:00 +0900"
다낭 여행,4월 티웨이항공 유류할증료 '최대 21만원' 책정...한 달 새 3배 껑충,https://www.delighti.co.kr/news/articleView.html?idxno=113632,"노선별로는 후쿠오카 등 단거리(1군) 노선에 3만800원, 다낭·세부 등 중거리(4군) 노선에 8만7900원이... 특히 저비용항공사(LCC) 업계는 유가 헤지 수단이 부족한 상황에서 할증료 인상이 여행 수요 위축으로 이어질까... ","Wed, 18 Mar 2026 11:32:00 +0900"
다낭 여행,베트남 여행 수요 증가…다낭·푸꾸옥 단기 해외여행지 부상,https://www.gokorea.kr/news/articleView.html?idxno=860758,짧은 일정과 비용 효율성을 중시하는 여행 흐름이 확산되면서 베트남 다낭과 푸꾸옥을 찾는 한국인 관광 수요가 증가하고 있다. 해외여행 횟수 대비 지출과 이동 시간을 함께 고려하는 경향이 뚜렷해지면서 동남아... ,"Wed, 18 Mar 2026 11:18:00 +0900"
다낭 여행,"짧고 가볍게 떠난다…'마이크로 트립'에 ﻿다낭·푸꾸옥, 검색량 증가",https://www.thepublic.kr/news/articleView.html?idxno=297828,"두 지역 모두 한국에서 약 5시간 비행 거리로 단기 여행에 적합하다. 다낭은 자연경관과 테마형 관광 인프라가 결합된 체험형 콘텐츠가 강점이다. 바나힐스의 골든 브리지, 유럽풍 테마 공간, 실내 놀이시설 등이... ","Wed, 18 Mar 2026 11:06:00 +0900"
다낭 여행,"&quot;40만원 더 내야된대&quot;…서둘러야 하나, 늦춰야 하나 '혼돈'",https://n.news.naver.com/mnews/article/215/0001245642?sid=101,"국내 항공사들이 잇따라 유류할증료를 3배가량 높여 제시하면서 여행을 계획했던 이들이 혼돈에... 인천·부산∼후쿠오카 등 거리가 가장 짧은 1군 노선에는 3만800원이, 인천∼다낭, 세부 등 중거리(4군) 노선에는... ","Wed, 18 Mar 2026 11:05:00 +0900"
다낭 여행,"티웨이, 4월 유류할증료 3배 인상…최대 21만원",https://n.news.naver.com/mnews/article/586/0000124640?sid=101,"일본 단거리 노선 3만800원·중거리 동남아 8만7900원 &quot;표값 오르면 여행 수요 줄 수 있어 고심... 인천∼다낭, 세부 등 중거리(4군) 노선에는 8만7900원, 인천∼파리·로마·시드니 등 장거리(7군) 노선에는 21만3900원이... ","Wed, 18 Mar 2026 10:59:00 +0900"
다낭 여행,"'국제유가·고환율' 직격탄…티웨이항공, 4월 유류할증료 최대 21만원",https://n.news.naver.com/mnews/article/015/0005263698?sid=101,"인천∼다낭·세부 등 중거리 4군 노선에는 8만7900원, 인천∼파리·로마·시드니 등 장거리 7군 노선에는... 확정된 4월 이후 상황을 지켜보겠다는 반응이 나오는 만큼 여행 수요 변동에 예의주시하고 있다&quot;고 말했다.","Wed, 18 Mar 2026 10:24:00 +0900"
다낭 여행,해외여행 앞두고 '날벼락'…티웨이 유류할증료 3배 인상,https://n.news.naver.com/mnews/article/374/0000498663?sid=101,"인천·부산∼후쿠오카 등 거리가 가장 짧은 1군 노선에는 3만800원이, 인천∼다낭, 세부 등 중거리(4군)... 비싸지면 여행 수요 자체가 줄어들 수도 있어 더욱 조심스러운 상황&quot;이라며 &quot;유가가 안정되기 전까지... ","Wed, 18 Mar 2026 10:10:00 +0900"
다낭 여행,[이슈+]LCC 왕복 유류세만 40만원…중동발 유가 폭격에 항공권 포기 속출,https://www.businessplus.kr/news/articleView.html?idxno=109027,다음달 국제선 항공권에 부과되는 유류할증료가 한 달 만에 무려 3배 가까이 치솟으면서 해외여행을... 티웨이항공의 경우 △인천~후쿠오카 등 단거리 노선은 3만800원 △인천~다낭·세부 등 중거리 노선은 8만7900원... ,"Wed, 18 Mar 2026 09:48:00 +0900"
다낭 여행,"티웨이항공, 4월 유류할증료 최대 21만3900원…한 달 새 3배↑",https://www.cstimes.com/news/articleView.html?idxno=698071,"인천~다낭, 세부 등 중거리(4군) 노선은 8만7900원, 인천~파리·로마·시드니 등 7군 장거리 노선은... 비싸지면 여행 수요 자체가 줄어들 수도 있어 더욱 조심스러운 상황&quot;이라며 &quot;유가가 안정되기 전까지 정책적인... ","Wed, 18 Mar 2026 09:46:00 +0900"
다낭 여행,"티웨이, 4월 국제선 유류할증료 최대 21만3900원으로 인상",http://www.kdfnews.com/news/articleView.html?idxno=180197,"인천·부산∼후쿠오카 등 거리가 가장 짧은 1군 노선에는 3만800원이, 인천∼다낭·세부 등 4군 노선에는... 업계에서는 유가가 안정되기 전까지 운임 정책을 조정하는 과정에서 여행 수요 변화를 함께 살펴야 한다는... ","Wed, 18 Mar 2026 09:38:00 +0900"
다낭 여행,티웨이항공 봄 시즌 특가…국제선 최대 13% 추가 할인,https://www.m-i.kr/news/articleView.html?idxno=1351980,15만8400원~ △대구-다낭 10만6900원~ △부산-삿포로 8만6600원~ △제주-싱가포르 11만8400원~ △인천-밴쿠버... 티웨이항공 관계자는 &quot;봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을 준비하실 수 있도록... ,"Wed, 18 Mar 2026 09:34:00 +0900"
다낭 여행,"티웨이, 4월 유류할증료 최대 21만3,900원…한달새 3배 인상",https://n.news.naver.com/mnews/article/422/0000845250?sid=101,"인천·부산∼후쿠오카 등 거리가 가장 짧은 1군 노선에는 3만800원이, 인천∼다낭, 세부 등 중거리(4군)... 비싸지면 여행 수요 자체가 줄어들 수도 있어 더욱 조심스러운 상황&quot;이라며 &quot;유가가 안정되기 전까지... ","Wed, 18 Mar 2026 09:27:00 +0900"
다낭 여행,"티웨이, 4월 유류할증료 최대 21만3천900원으로 한달새 3배 인상",https://n.news.naver.com/mnews/article/001/0015965345?sid=102,"인천·부산∼후쿠오카 등 거리가 가장 짧은 1군 노선에는 3만800원이, 인천∼다낭, 세부 등 중거리(4군)... 비싸지면 여행 수요 자체가 줄어들 수도 있어 더욱 조심스러운 상황&quot;이라며 &quot;유가가 안정되기 전까지... ","Wed, 18 Mar 2026 09:20:00 +0900"
다낭 여행,"티웨이항공, 봄 시즌 최저가 할인 프로모션..싱가포르 편도 10만3400원",http://www.breaknews.com/1192753,15만8400원부터 △대구-다낭 10만6900원부터 △부산-삿포로 8만6600원부터 △제주... 티웨이항공 관계자는 “봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을... ,"Wed, 18 Mar 2026 09:16:00 +0900"
다낭 여행,"티웨이항공, 봄 시즌 맞아 인기 노선 항공권 할인 프로모션 진행",https://www.pointdaily.co.kr/news/articleView.html?idxno=296673,티웨이항공이 봄 여행 수요를 겨냥해 인기 노선 항공권을 할인하는 특별 프로모션을 실시한다.... 15만8400원 △대구–다낭 10만6900원 △부산–삿포로 8만6600원 △제주–싱가포르 11만8400원부터 구매할 수 있다. 장거리... ,"Wed, 18 Mar 2026 09:08:00 +0900"
다낭 여행,"아시아모바일, 미용 서비스 결합 알뜰폰 ‘뷰티팩 요금제’ 출시",http://www.globalepic.co.kr/view.php?ud=2026031717270036009aeda69934_29,"또한 3월 신규 가입자 중 추첨을 통해 푸켓 ‘만다라바 리조트’ 또는 다낭 ‘메리어트 호텔’ 3박 5일 여행권을 제공한다. 1등 당첨자는 총 2명이며, 총 600만 원 규모의 뷰티 바우처 경품도 배정됐다. 에이프러스 관계자는... ","Wed, 18 Mar 2026 09:02:00 +0900"
다낭 여행,"티웨이항공, 봄 시즌 한정 인기 노선 최저가 할인 프로모션",https://n.news.naver.com/mnews/article/003/0013828704?sid=102,15만8400원부터 ▲대구~다낭 10만6900원부터 ▲부산~삿포로 8만6600원부터▲제주~싱가포르 11만8400원부터... 티웨이항공 관계자는 &quot;봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을 준비할 수 있도록... ,"Wed, 18 Mar 2026 09:01:00 +0900"
다낭 여행,"티웨이항공, 봄 시즌 한정 인기 노선 할인 프로모션 진행",https://www.cstimes.com/news/articleView.html?idxno=698026,15만8400원~ △대구-다낭 10만6900원~ △부산-삿포로 8만6600원~ △제주-싱가포르 11만8400원~ △인천-밴쿠버... 티웨이항공 관계자는 &quot;봄 여행 시즌을 맞아 고객들이 보다 합리적인 조건으로 여행을 준비하실 수 있도록... ,"Wed, 18 Mar 2026 08:56:00 +0900"
