keyword,travel_style,dep_dt,arr_dt,evt_status_nm,evt_nm1,evt_nm2,god_nm1,god_nm2,menu_4lvl_nm,price_adt,evt_dt_cnt,evt_night_cnt,carrier,dep_place,event_code,god_id,detail_url
다낭,휴양형,20260329,20260402,행사취소,"부산 [진에어][NO팁/NO옵션/쇼핑1회] 다낭,호이안 5일",▶[노보텔],"부산 [THE COLLECTION][NO팁/NO옵션/쇼핑1회][마음에 남는 여행의 한 페이지] 다낭,호이안 5일",▶[노보텔],다낭/호이안,899000,5,3,진에어,부산,B27A260329LJ032,63122,
다낭,휴양형,20260321,20260325,행사취소,"청주 [TW][NO옵션] 다낭,호이안 5일",▶[힐튼],"청주 [NO옵션][THE NEW PREMIUM] 다낭,호이안 5/6일",▶[힐튼],베트남-다낭/호이안,899000,5,3,티웨이항공,청주,B27A260321TW073,64198,
다낭,휴양형,20260703,20260707,판매중,"청주 [TW][NO옵션] 다낭,호이안 5일",▶[신라모노그램](롯데유일),"청주 [THE COLLECTION][NO옵션][모든 순간이 프리미엄, STAY IN SHILLA] 다낭,호이안 5일",▶[신라모노그램](롯데유일),베트남-다낭/호이안,929000,5,3,티웨이항공,청주,B27A260703TW081,65264,
다낭,휴양형,20260609,20260613,판매중,"★3월 예약한정★[TW013][NO팁/NO옵션/NO쇼핑] 다낭,호이안 5일",▶[윈덤 솔레일](2025 신규오픈),"★3월 프로모션★[정통][THE COLLECTION][NO팁/NO옵션/NO쇼핑][지금 여기에, 우리가 원하는 모든 것] 다낭,호이안 4/5일",▶[윈덤 솔레일](2025 신규오픈),다낭/호이안/후에,939000,5,3,티웨이항공,인천,B27A260609TW077,63424,
다낭,휴양형,20260328,20260401,행사취소,"대구 [NO옵션][마음 속 쉼표가 필요할 때, HEALING IN] 다낭,호이안 5일",▶[멜리아 다낭 비치 리조트_신관UP],"#판매종료# 대구 [NO옵션][마음 속 쉼표가 필요할 때, HEALING IN] 다낭,호이안 5일",▶[멜리아 다낭 비치 리조트_신관UP],NO옵션,949000,5,3,티웨이항공,대구,B27A260328TW082,64549,
다낭,휴양형,20260610,20260614,판매중,"대구 [NO옵션][머무는 순간까지 ALL SUITE] 다낭,호이안 5일",▶[멜리아빈펄(스위트룸)],"대구 [0320_21 현대플러스][NO옵션][머무는 순간까지 ALL SUITE] 다낭,호이안 5/6일",▶[멜리아빈펄(스위트룸)],NO옵션,949000,5,3,티웨이항공,대구,B27A260610TW091,65973,
다낭,휴양형,20260325,20260329,판매마감,"청주 [TW][NO옵션] 다낭,호이안 5일",▶[윈덤 솔레일(스위트룸)](2025 신규오픈),"청주 [정통][NO옵션][PREMIUM COLLECTION_모든 것이 특별한 ALL SUITE] 다낭,호이안 5일",▶[윈덤 솔레일(스위트룸)](2025 신규오픈),베트남-다낭/호이안,1029000,5,3,티웨이항공,청주,B27A260325TW116,65261,
다낭,휴양형,20261108,20261112,판매중,"청주 [TW][NO팁/NO옵션/쇼핑1회] 다낭,호이안 5일",▶[노보텔],"청주 [정통][NO팁/NO옵션/쇼핑1회][마음에 남는 여행의 한 페이지] 다낭,호이안 5일",▶[노보텔],베트남-다낭/호이안,1039000,5,3,티웨이항공,청주,B27A261108TW006,64523,
다낭,휴양형,20260323,20260327,판매마감,"^**#■출발확정★[RS][NO옵션] 다낭,호이안 5일",▶[멜리아빈펄 다낭 리버프런트],"★3월 프로모션★[BEST][NO옵션][THE NEW PREMIUM 더할 나위 없는 완벽한] 다낭,호이안 4/5일",▶[힐튼],다낭/호이안/후에,1049000,5,3,에어서울,인천,B27A260323RS018,64157,
다낭,휴양형,20260628,20260702,판매중,부산 [다낭 골프패키지 18H*3회][멜리아빈펄],▶다낭 골프 5일,부산 [다낭 골프패키지 18H*3회][멜리아빈펄],▶다낭 골프 5일,부산출발 골프,1099000,5,3,진에어,부산,B27A260628LJ061,56926,
다낭,휴양형,20260615,20260619,판매중,"[TW013][NO팁/NO옵션/NO쇼핑] 다낭,호이안 5일",▶[신라모노그램](롯데관광 단독계약),"[정통][THE COLLECTION][NO팁/NO옵션/NO쇼핑][영원히 기억 될 감동, 신라모노그램] 다낭,호이안 4/5일",▶[신라모노그램](롯데관광 단독계약),다낭/호이안/후에,1429000,5,3,티웨이항공,인천,B27A260615TW076,63619,
다낭,휴양형,20260321,20260325,행사취소,"부산 [비즈니스_대한항공] 다낭,호이안 5일",▶[래디슨],"부산 [비즈니스_대한항공][다시, 푸른바다 미케비치 위에 서다] 다낭,호이안 5일",▶[래디슨],다낭/호이안,1699000,5,3,대한항공,부산,B27A260321KE064,65472,
다낭,휴양형,20260413,20260417,행사취소,"[TW011][NO팁/NO옵션/NO쇼핑] 다낭,호이안 5일",▶[하얏트 리젠시],"[품격][NO팁/NO옵션/NO쇼핑][하얏트의 품격, 3일간의 기록] 다낭,호이안 4/5일",▶[하얏트 리젠시],다낭/호이안/후에,1799000,5,3,티웨이항공,인천,B27A260413TW044,59880,
다낭,휴양형,20260321,20260325,행사취소,"부산 [비즈니스_대한항공][NO옵션] 다낭,호이안 5일",▶[힐튼],"부산 [비즈니즈_대한항공][NO옵션][THE NEW PREMIUM 더할 나위 없는 완벽한] 다낭,호이안 5일",▶[힐튼],다낭/호이안,1899000,5,3,대한항공,부산,B27A260321KE063,65464,
다낭,휴양형,20260322,20260326,행사취소,부산 [대한항공][PRIVATE TOUR][NO팁/NO옵션/NO쇼핑] 다낭 5일,▶[힐튼](이그제큐티브룸UP),부산 [PRIVATE TOUR][NO팁/NO옵션/NO쇼핑] 다낭 5일,▶[힐튼](이그제큐티브룸UP),다낭/호이안,2490000,5,3,대한항공,부산,B27A260322KE066,65556,
다낭,휴양형,20260321,20260325,판매마감,대구 [품격][PRIVATE TOUR][NO팁/NO옵션/NO쇼핑] 다낭 5일,▶[힐튼](이그제큐티브룸UP),대구 [품격][PRIVATE TOUR][NO팁/NO옵션/NO쇼핑] 다낭 5일,▶[힐튼](이그제큐티브룸UP),★PRIVATE_TOUR★,2849000,5,3,티웨이항공,대구,B27A260321TW123,65537,
다낭,휴양형,20260623,20260627,판매중,[KE][PRIVATE TOUR][NO팁/NO옵션/NO쇼핑] 다낭 5일,▶[힐튼](이그제큐티브룸UP),[품격][PRIVATE TOUR][NO팁/NO옵션/NO쇼핑] 다낭 5일,▶[힐튼](이그제큐티브룸UP),다낭,2909000,5,3,대한항공,인천,B27A260623KE029,65440,
다낭,휴양형,20260325,20260329,판매중,"청주 [PRIVATE TOUR][NO옵션/NO팁/NO쇼핑] 다낭,호이안 5일",▶[힐튼],"청주 [PRIVATE TOUR][NO옵션/NO팁/NO쇼핑] 다낭,호이안 5/6일",▶[힐튼],베트남-다낭/호이안,3300000,5,3,에어로케이,청주,B27A260325RF011,65570,
다낭,휴양형,20260329,20260402,판매중,"[KE][HIGH&][비즈니스/클래스][4명단독 출발가능][NO팁/NO옵션/NO쇼핑] 다낭,호이안 5일","▶[크라운 플라자 시티 센터, IHG]",[HIGH&][비즈니스/클래스][4명단독 출발가능][NO팁/NO옵션/NO쇼핑][선택이 아닌 기준이 되는 완벽한 여행기록] 다낭 5일,"▶[크라운 플라자 시티 센터, IHG]",다낭/호이안/후에,3889000,5,3,대한항공,인천,B27A260329KE022,64458,
다낭,휴양형,20260509,20260513,판매중,[KE][프레스티지석][PRIVATE TOUR][NO팁/NO옵션/NO쇼핑] 다낭 5일,▶[힐튼](이그제큐티브룸UP),[품격][비즈니스 클래스][PRIVATE TOUR][NO팁/NO옵션/NO쇼핑] 다낭 5일,▶[힐튼](이그제큐티브룸UP),다낭,3999000,5,3,대한항공,인천,B27A260509KE030,65458,
다낭,휴양형,20260630,20260704,판매중,[KE][PRIVATE TOUR][NO팁/NO옵션/NO쇼핑] 다낭 5일,▶[인터컨티넨탈 다낭],[품격][PRIVATE TOUR][NO팁/NO옵션/NO쇼핑] 다낭 5일,▶[인터컨티넨탈 다낭],다낭/호이안/후에,4379000,5,3,대한항공,인천,B27A260630KE027,65322,
다낭,휴양형,20260413,20260417,판매중,[KE][프레스티지석][PRIVATE TOUR][NO팁/NO옵션/NO쇼핑] 다낭 5일,▶[인터컨티넨탈 다낭],"[품격][비즈니스 클래스][PRIVATE TOUR][NO팁/NO옵션/NO쇼핑] 다낭 4,5일",▶[인터컨티넨탈 다낭],다낭,5889000,5,3,대한항공,인천,B27A260413KE032,65350,
나트랑,휴양형,20260609,20260613,판매중,[TW] 인천 - 나트랑 5일,▶왕복 항공권,★3월 예약 한정 특가★ 인천 - 나트랑 왕복 항공권,▶TICKET ONLY,나트랑,349000,5,3,티웨이항공,인천,B30A260609TW055,58681,
나트랑,휴양형,20260427,20260501,판매중,"★선착순 6명 특가 589 → 489★[TW]나트랑,달랏 5일",▶[모벤픽X멀펄],"★3월 프로모션★[정통][쉼이 머무는 완벽한 순간] 나트랑,달랏 5일",▶[모벤픽(오션뷰) X 멀펄],나트랑/달랏,489000,5,3,티웨이항공,인천,B30A260427TW014,58808,
나트랑,휴양형,20260609,20260613,판매중,"★(3월한정) 선착순 6명 특가★[TW]나트랑,달랏 5일",▶[베스트웨스턴 프리미어],"[주말특가][정통][손잡고 걷는 해변, 그 순간의 행복] 나트랑,달랏 5일",▶[베스트웨스턴 프리미어],나트랑/달랏,519000,5,3,티웨이항공,인천,B30A260609TW043,65150,
나트랑,휴양형,20260511,20260515,행사취소,"[TW]나트랑,달랏 5일",▶[쉐라톤(2박) X 멀펄],"★3월 프로모션★[정통][최고의 여행, 품위있는 휴식] 나트랑,달랏 5일",▶[쉐라톤(2박) X 멀펄],나트랑/달랏,539000,5,3,티웨이항공,인천,B30A260511TW020,63201,
